"id","name","geom","status","route_type","region"
334,Ali Pur-Shaher Sultan - Jatoi,"POLYGON ((70.8995819091797 29.9811076844674, 70.8595030009747 29.9678337662757, 70.8262905478477 29.9450388260785, 70.8278435468674 29.9309767456899, 70.8089768886566 29.9123699083193, 70.8206820487976 29.8870530765395, 70.8221197128296 29.853076380944, 70.8030223846436 29.8351344013505, 70.7868003845215 29.7944738469604, 70.7864302396774 29.774090808094, 70.7970464229584 29.7620489914749, 70.8086657524109 29.742730634251, 70.805811882019 29.7231663062664, 70.7822513580322 29.7019207166461, 70.7495498657227 29.6615044228724, 70.7355058193207 29.6400779466997, 70.7248950004578 29.6284956811782, 70.7112264633179 29.6262201037275, 70.7079219818115 29.6192811404462, 70.7131187617779 29.6082071883212, 70.7210621237755 29.6054903981204, 70.7232159376144 29.5940860769007, 70.728896856308 29.5879939152527, 70.7354521751404 29.572822554689, 70.7396364212036 29.5514332226382, 70.7342720031738 29.5355282714148, 70.7214832305908 29.5222348907363, 70.7155609130859 29.5002745830237, 70.7126426696777 29.4760679106572, 70.7091021537781 29.4645602426985, 70.7117414474487 29.4518554563991, 70.7190799713135 29.4351126029131, 70.7200241088867 29.4237498082861, 70.7239723205566 29.4084977440692, 70.7052612304688 29.3935425179355, 70.7059264183044 29.3849796609629, 70.7072782516479 29.3764160832868, 70.7231998443604 29.3631766457841, 70.7100677490234 29.3411819115553, 70.7104539871216 29.3214274926, 70.7105505466461 29.3164134517116, 70.7140803337097 29.3121475811435, 70.7194232940674 29.3028668257351, 70.7571029663086 29.2971782037334, 70.7938385009766 29.2750194974672, 70.8352088928223 29.2660348691313, 70.8710861206055 29.2714257408951, 70.8987236022949 29.2804098953957, 70.9181213378906 29.2989746449221, 70.9545135498047 29.304064389979, 71.0060119628906 29.3067588581613, 71.0513305664063 29.3468680802243, 71.1378479003906 29.3929442631401, 71.1824798583984 29.4691933569916, 71.1704367399216 29.503535784491, 71.1542737483978 29.5301000408412, 71.1480402946472 29.5521518731918, 71.1396932601929 29.5771334683743, 71.1298656463623 29.5996181499962, 71.1239433288574 29.62428022663, 71.1134719848633 29.6473325037287, 71.1244674073532 29.6604033043656, 71.1375227663666 29.671682593096, 71.1526471562684 29.6751483261862, 71.1677897349 29.6773069342866, 71.173355653882 29.6923613560454, 71.1721278727055 29.7093437890025, 71.1559394001961 29.728990586314, 71.1524015665054 29.7515822386009, 71.1645519733429 29.7717207428335, 71.1710000038147 29.8096024727541, 71.1880159378052 29.8233884764662, 71.1767292022705 29.849763685464, 71.202220916748 29.856053990935, 71.1528253555298 29.8913505085435, 71.1048030853271 29.9313951503221, 71.0498929023743 29.9508164865352, 70.9991025924683 29.9642855448341, 70.8995819091797 29.9811076844674))",active,Intracity,Punjab
335,AhmedPur East,"POLYGON ((71.1086654663086 29.3212776184082, 71.0466918945313 29.3061218261719, 71.0012054443359 29.2670078277588, 70.9795761108398 29.247875213623, 70.9428405761719 29.2059669494629, 70.9784622192383 29.1765193939209, 70.967903137207 29.1073265075684, 70.9783935546875 29.0836544036865, 70.9905090332031 29.0718173980713, 71.0122375488281 29.069580078125, 71.1087493896484 29.0738372802734, 71.1459197998047 29.0432605743408, 71.1775054931641 29.0291557312012, 71.2126922607422 29.0231513977051, 71.2364654541016 29.0017967224121, 71.2657318115234 28.9876461029053, 71.3032455444336 28.9801006317139, 71.3407516479492 28.9761581420898, 71.3696365356445 28.9923572540283, 71.3916473388672 29.0061511993408, 71.4274368286133 29.0301322937012, 71.4688110351563 29.0504665374756, 71.5588073730469 29.0560283660889, 71.6213302612305 29.0591888427734, 71.6612396240234 29.0679111480713, 71.6861343383789 29.0745506286621, 71.7020950317383 29.0805892944336, 71.6988372802734 29.0890274047852, 71.6989898681641 29.1006183624268, 71.6881484985352 29.1050109863281, 71.6760940551758 29.1137943267822, 71.6574630737305 29.1265602111816, 71.6319732666016 29.146520614624, 71.5954971313477 29.1532859802246, 71.5484619140625 29.1731472015381, 71.4687271118164 29.1661777496338, 71.4336166381836 29.2053680419922, 71.3895034790039 29.2315864562988, 71.3204956054688 29.2576484680176, 71.3000717163086 29.2748699188232, 71.2823867797852 29.2890930175781, 71.2641906738281 29.298376083374, 71.2334594726563 29.3060111999512, 71.2137222290039 29.2959804534912, 71.2085723876953 29.2989749908447, 71.1962127685547 29.3190326690674, 71.1086654663086 29.3212776184082))",active,Intracity,Punjab
336,Badin ST,"POLYGON ((68.7393951416016 24.8378418221012, 68.8121795654296 24.8252227769256, 68.9041900634765 24.8129140745215, 68.9934539794921 24.7892280689073, 69.0394592285156 24.7243800918717, 69.052505493164 24.6270447461561, 69.0058135986328 24.5577406994083, 68.9014434814453 24.4896480770287, 68.8574981689453 24.4659006905947, 68.7723541259765 24.4446492320983, 68.7177658081054 24.4551972790546, 68.6601734161377 24.4461728934342, 68.6176872253418 24.4421488248656, 68.5673046112061 24.4433990346817, 68.5146474838257 24.4559004507905, 68.4647369384766 24.493397254683, 68.4676551818848 24.5444686593797, 68.4774398803711 24.5742897458949, 68.4805297851562 24.616433101485, 68.4805297851562 24.6744740198708, 68.4894561767578 24.7256274874421, 68.5100555419921 24.7767599332191, 68.5457611083984 24.8079279230592, 68.6185455322266 24.8577804067077, 68.6885833740235 24.8527960617961, 68.7393951416016 24.8378418221012))",active,Intracity,Sindh
5189,Karachi-Hub-Nooriabad-Thatta St,"POLYGON ((67.6524429321289 25.2198505401611, 67.7145919799805 25.2409687042236, 67.8450469970703 25.2577381134033, 67.8848648071289 25.2561855316162, 67.8948211669922 25.1968650817871, 67.9168090820313 25.1483917236328, 67.9111251831055 25.0936832427979, 67.9064865112305 25.0661640167236, 67.9058303833008 25.0041065216064, 67.9353408813477 24.9188232421875, 67.9518051147461 24.8721084594727, 67.9425506591797 24.8235092163086, 68.0338821411133 24.7536907196045, 68.0520477294922 24.648889541626, 68.0383224487305 24.6117515563965, 68.0026092529297 24.5977039337158, 67.9150924682617 24.5752258300781, 67.7987060546875 24.5714797973633, 67.7217788696289 24.5739784240723, 67.6318359375 24.581470489502, 67.5535507202148 24.5802211761475, 67.4981994628906 24.5807685852051, 67.4684219360352 24.5995769500732, 67.4533081054688 24.6451454162598, 67.4553604125977 24.7062911987305, 67.4346008300781 24.7577438354492, 67.4218063354492 24.7677974700928, 67.3818969726563 24.7717723846436, 67.3475494384766 24.7480792999268, 67.281982421875 24.7722396850586, 67.2473983764648 24.7922668457031, 67.2184753417969 24.7967090606689, 67.1913604736328 24.7954616546631, 67.1779708862305 24.7904739379883, 67.165771484375 24.7843189239502, 67.1511840820313 24.7790985107422, 67.1336822509766 24.7674083709717, 67.1137619018555 24.7605495452881, 67.0979690551758 24.7409076690674, 67.0739288330078 24.7381000518799, 67.0461196899414 24.7639789581299, 67.0131225585938 24.7842407226563, 66.9918823242188 24.7814350128174, 66.968879699707 24.784553527832, 66.9280242919922 24.8154067993164, 66.907600402832 24.832389831543, 66.8933486938477 24.8418922424316, 66.8658905029297 24.8495254516602, 66.8540420532227 24.8529510498047, 66.8379058837891 24.8535747528076, 66.8219451904297 24.8568458557129, 66.7936172485352 24.8869037628174, 66.7846908569336 24.9059009552002, 66.7865676879883 24.925048828125, 66.7841720581055 24.9667625427246, 66.7852172851563 25.0044174194336, 66.8209075927734 25.0405044555664, 66.853874206543 25.0675640106201, 66.8952178955078 25.0930614471436, 66.9778671264648 25.1129589080811, 67.0265960693359 25.1110935211182, 67.1020889282227 25.1129589080811, 67.1475677490234 25.0943050384521, 67.1805114746094 25.0737819671631, 67.2208862304688 25.0736274719238, 67.2349548339844 25.082799911499, 67.2517852783203 25.0966358184814, 67.2603607177734 25.1123371124268, 67.2649993896484 25.1174659729004, 67.273063659668 25.1221294403076, 67.3280487060547 25.1485481262207, 67.3656158447266 25.1614437103271, 67.423957824707 25.1415557861328, 67.4656600952148 25.1539859771729, 67.5013809204102 25.1608238220215, 67.5961380004883 25.2036991119385, 67.6524429321289 25.2198505401611))",active,Intracity,Sindh
657,Split-Karachi District Central,"POLYGON ((67.0549039414839 25.0055784793044, 67.0456342271284 25.0035560399354, 67.0367078355268 25.0015335672715, 67.0379094651655 24.9973329407457, 67.0420293382124 24.994999197294, 67.0452909043745 24.9925098220989, 67.0463208726362 24.9897092147387, 67.0449475816206 24.9878421077171, 67.0420293382124 24.9836410132422, 67.0408277085737 24.981151408042, 67.0403127244429 24.9777281185957, 67.0391110948042 24.9699475609712, 67.0372228196577 24.9648121233904, 67.0334462693647 24.9593652129915, 67.0298413804487 24.9570307490346, 67.0222882798628 24.946602936284, 67.0169667771772 24.9335280132679, 67.0167951158003 24.9318157182295, 67.0155934861616 24.9274570417018, 67.0155934861616 24.9178051381263, 67.0147351792768 24.9123561492823, 67.0193700364546 24.8969419919701, 67.0205716660932 24.8880663008946, 67.021429972978 24.884951872131, 67.032416301103 24.8904020709275, 67.039626078935 24.8938277870574, 67.0447759202436 24.8932049366485, 67.0547322801069 24.8981876519393, 67.0602254441694 24.900678934168, 67.0660619309858 24.9078410904724, 67.0760182908491 24.9115777026553, 67.0791081956343 24.9168710428488, 67.0825414231733 24.9243436069692, 67.0866612962202 24.9268343610453, 67.0907811692671 24.9318157182295, 67.0894078782515 24.9383534440172, 67.0878629258589 24.9436456346533, 67.0870046189741 24.9470698721564, 67.0863179734663 24.9579645399296, 67.0854596665815 24.9623221371174, 67.0866612962202 24.9674576786063, 67.0876912644819 24.9721261667089, 67.0863179734663 24.9777281185957, 67.0863179734663 24.9833298153486, 67.0861463120893 24.98815329419, 67.0842580369429 24.991576293402, 67.0856313279585 24.994688028152, 67.0846013596968 24.9988887450917, 67.0858029893354 25.0029337442003, 67.0859746507124 25.0060451913533, 67.0856313279585 25.007756453695, 67.0794515183882 25.007289748148, 67.0744733384565 25.0071341792383, 67.0679502061323 25.0066674713269, 67.0641736558393 25.0058896208674, 67.0597104600386 25.0055784793044, 67.0549039414839 25.0055784793044))",active,Intracity,Sindh
578,Tando Jam,"POLYGON ((68.5725218009033 25.479711188386, 68.496990795044 25.4753720847117, 68.4798246573487 25.436933191037, 68.478451366333 25.4034441573445, 68.5031706046143 25.3879368256139, 68.5759550284424 25.3897978106225, 68.6425596427002 25.4121273926308, 68.665218944458 25.4325925448701, 68.6562925528565 25.4561541723832, 68.6473661612549 25.4859096362814, 68.5725218009033 25.479711188386))",active,Intracity,Sindh
580,sarfaraz zone,"POLYGON ((67.1046320218704 24.9681461201473, 67.4616876859329 24.9544509432693, 67.1815363187454 24.7189054600757, 67.0414606351517 24.8049501834354, 66.9961420316361 24.8610341643539, 67.0730463285111 24.888443748342, 66.9329706449173 24.9307920497844, 67.0098749417923 24.9793501312842, 67.1046320218704 24.9681461201473))",active,Intracity,Sindh
750,UbaruToNosheroFeroz,"POLYGON ((67.9374081494835 27.1803121028541, 67.9228169324425 26.9447454405577, 67.9388672711876 26.7924579920086, 68.0792004468468 26.7693941278689, 68.3282811048058 26.7483950422325, 68.4036404492882 26.7991234185453, 69.5812374951867 27.5352422698965, 69.810577094796 28.2210962510575, 69.6759945752648 28.3226917828184, 69.5551449658898 28.4072806395501, 69.3985897901085 28.450757208331, 69.2859799268273 28.4145279744504, 69.0030819776085 28.2598107338118, 68.8053280713585 28.1629981984956, 68.6213070752648 28.1072912861788, 68.3905941846398 27.9594067897311, 68.2422787549523 27.8161779419848, 68.151641547921 27.6411339966413, 68.1049496533898 27.5778546833388, 67.9374081494835 27.1790904530248, 67.9374081494835 27.1803121028541))",active,Intracity,Sindh
337,Attock Software Fence,"POLYGON ((72.3181915283203 33.9200019836426, 72.3027267456055 33.9080352783203, 72.302375793457 33.8892288208008, 72.3075408935547 33.8627166748047, 72.2907257080078 33.8473243713379, 72.2749328613281 33.8356323242188, 72.2627487182617 33.8035430908203, 72.2587966918945 33.769157409668, 72.2687530517578 33.7379035949707, 72.2893524169922 33.7112045288086, 72.3209381103516 33.6960639953613, 72.3607635498047 33.6934967041016, 72.4127807617188 33.6726417541504, 72.4579238891602 33.6803550720215, 72.4932861328125 33.6980667114258, 72.4938049316406 33.7169151306152, 72.4874496459961 33.7369041442871, 72.4919052124023 33.7694435119629, 72.4936218261719 33.7897033691406, 72.5007934570313 33.8009757995605, 72.5038223266602 33.8014831542969, 72.5053100585938 33.8018493652344, 72.5075912475586 33.8032913208008, 72.5135345458984 33.8068962097168, 72.5162963867188 33.8082122802734, 72.5192260742188 33.8109588623047, 72.5236358642578 33.8137397766113, 72.5259323120117 33.8159866333008, 72.5271911621094 33.8185195922852, 72.5291213989258 33.8202285766602, 72.5272750854492 33.8276443481445, 72.5344009399414 33.8377685546875, 72.5493774414063 33.8476066589355, 72.5542297363281 33.8564453125, 72.5523376464844 33.8687057495117, 72.5749969482422 33.8817443847656, 72.5897598266602 33.8876609802246, 72.598518371582 33.9014472961426, 72.615592956543 33.9362564086914, 72.5852966308594 33.9610862731934, 72.5593795776367 33.9781379699707, 72.527961730957 33.9712677001953, 72.4605026245117 33.9738311767578, 72.4491271972656 33.9744720458984, 72.4380950927734 33.9705543518066, 72.4191284179688 33.9624404907227, 72.366081237793 33.9436454772949, 72.3413696289063 33.9341011047363, 72.3181915283203 33.9200019836426))",active,Intracity,Khyber Pakhtunkhwa
650,Karachi-Gharo-Dist Badin,"POLYGON ((68.7599945068359 24.2144046327628, 68.7215423583984 24.3245738058565, 68.6556243896484 24.2995437468642, 68.6556243896484 24.1793307937728, 68.5457611083984 24.3095563632353, 68.5128021240234 24.2594853829991, 68.4413909912109 24.2995437468642, 68.3699798583984 24.3345844459588, 68.3370208740234 24.3470966338086, 68.258056640625 24.3352100847062, 68.2034683227539 24.3255123369587, 68.1488800048828 24.3408406943924, 68.1097412109375 24.3358357203641, 68.1063079833984 24.3558544297286, 68.0884552001953 24.352101162809, 68.0802154541016 24.358356545844, 68.0774688720703 24.3467838441779, 68.0719757080078 24.3352100847063, 68.0218505859375 24.3104950055042, 67.8484725952148 24.3356793117393, 67.6586151123047 24.4058873485311, 67.5679779052734 24.466525679218, 67.5501251220703 24.5808463107718, 67.5487518310547 24.604571962314, 67.4883270263672 24.6545059954868, 67.4017305672169 24.735403813999, 67.1620517224073 24.7328080103674, 67.1079684980214 24.7399545806061, 67.0463321730495 24.7377465835591, 66.9567051529884 24.7888234677414, 66.9129117205739 24.8959474841671, 66.8691182881594 24.9805738915057, 66.9997328147292 25.0775811099744, 67.1468268334866 25.1098661650085, 67.3544975370169 25.0065104100992, 67.4962502717972 24.8283087378889, 67.6195299625397 24.7901031656561, 67.7466130256653 24.7934716978537, 67.7713859081268 24.7865546481552, 67.7604532241821 24.7995851659573, 67.7499175071716 24.8131776191819, 67.7709674835205 24.8012152920586, 67.7842283248901 24.8034687021859, 67.7775764465332 24.8082152165288, 67.800407409668 24.7972829872163, 67.8350830078125 24.8047140863205, 67.8337097167969 24.8108495205153, 67.8364562988281 24.8106547494943, 67.840576171875 24.8221067653445, 67.8556823730469 24.8450076207977, 67.9188537597656 24.989169895609, 68.0177307128906 25.0588552252564, 68.0987548828125 25.0899519652218, 68.0953216552734 25.0949267106482, 68.1035614013672 25.1023884495063, 68.1162643432617 25.1073626891814, 68.1344604492188 25.1173105614471, 68.1763458251953 25.1328524909107, 68.2189178466797 25.1347173895722, 68.3095550537109 25.1328524909108, 68.3644866943359 25.1676592354218, 68.3370208740234 25.2465591385458, 68.2820892333984 25.4004836698715, 68.3030319213867 25.4252918638388, 68.327579498291 25.4342835735878, 68.3740997314453 25.4339735258004, 68.5890197753906 25.3651231796883, 68.7270355224609 25.3762907688101, 68.8478851318359 25.3514725025927, 69.0126800537109 25.3415437694417, 69.1225433349609 25.3614004206225, 69.2378997802734 25.3614004206225, 69.3752288818359 25.3465082378929, 69.4741058349609 25.2918878849707, 69.5839691162109 25.1776021956518, 69.7542572021484 25.0233953139683, 69.8146820068359 24.9088583550268, 69.8641204833984 24.7493256266973, 69.7982025146484 24.6345347764961, 69.6224212646484 24.5196383681168, 69.2763519287109 24.3245738058565, 69.1280364990234 24.3195681892813, 69.1115570068359 24.2344424931, 69.0126800537109 24.2594853829991, 68.9028167724609 24.2093946750971, 68.8314056396484 24.2895303404114, 68.7874603271484 24.2795161441205, 68.7599945068359 24.2144046327628))",active,Intracity,Sindh
338,Abbottabad-Mansehra-Muzzafrabad,"POLYGON ((73.3351135253906 34.6699232737998, 73.2705688476563 34.7009774147201, 73.1514358520508 34.7732037539408, 72.9883575439453 34.7709476365863, 72.7912902832031 34.7088802450858, 72.7336120605469 34.7145246617039, 72.6649475097656 34.6975902563304, 72.6494979858398 34.6419645896685, 72.6615142822266 34.5817790927236, 72.6910400390625 34.4612772884371, 72.61962890625 34.4590126766701, 72.5990295410156 34.3672443008261, 72.7706909179688 34.2231580253798, 72.7998733520508 34.0640366935555, 72.8022766113282 33.9923343901668, 72.8372097015381 33.9769617300465, 72.883129119873 33.9632948093202, 72.9842376708984 33.934530158299, 73.0156517028809 33.9268389514683, 73.0319595336914 33.929117899977, 73.1085205078125 33.9416510267664, 73.1929779052734 33.9917650819686, 73.2503128051758 34.0096964577016, 73.2829284667969 34.0481080849098, 73.4353637695313 34.1231738830432, 73.465576171875 34.2254290152414, 73.5823059082031 34.1720445699834, 73.7206649780273 34.1467603606279, 73.8008308410645 34.1147891519792, 73.8634443283081 34.1215751637257, 73.8821125030518 34.155639105611, 73.8425445556641 34.1964693086622, 73.681526184082 34.268849910713, 73.6029052734375 34.3116812411526, 73.6468505859375 34.4091756805884, 73.597412109375 34.4499536153708, 73.5342407226563 34.4793919710481, 73.4738159179688 34.5699063808564, 73.5290908813477 34.6473311290442, 73.494930267334 34.6877102524686, 73.4154510498047 34.7043644344585, 73.3536529541016 34.6755703475966, 73.3351135253906 34.6699232737998))",active,Intracity,Khyber Pakhtunkhwa
352,Layyah Bakkhar Software,"POLYGON ((70.8425903320313 30.9564132440672, 70.8782958984375 30.9964458974264, 70.81787109375 31.0623454098044, 70.81787109375 31.1234969640673, 70.8261108398438 31.1728598556626, 70.7958984375 31.1869588167987, 70.8206176757813 31.226894468814, 70.8096313476563 31.2855927218617, 70.7986450195313 31.3348710339506, 70.7958984375 31.4146002763132, 70.8425903320313 31.4919197963412, 70.8755493164063 31.5247027269706, 70.850830078125 31.5691754490709, 70.8755493164063 31.6042705179912, 70.938720703125 31.6416906843736, 70.9442138671875 31.742182762118, 70.9854125976563 31.8052267841495, 71.048583984375 31.8682278161807, 71.1309814453125 31.9008780777631, 71.1968994140625 31.8588970444545, 71.246337890625 31.7935552072714, 71.3067626953125 31.6907818061368, 71.356201171875 31.6206436924506, 71.3973999023438 31.5574741559532, 71.4248657226563 31.5247027269706, 71.4111328125 31.4895777185019, 71.3836669921875 31.4075680651059, 71.3616943359375 31.3114083862017, 71.378173828125 31.1822593963642, 71.3809204101563 31.0882220246915, 71.3836669921875 30.970544333076, 71.356201171875 30.8597948725608, 71.334228515625 30.7559984583217, 71.224365234375 30.699335004372, 71.103515625 30.6615408708209, 70.9771728515625 30.6851639376596, 70.83984375 30.6709907907792, 70.8357238769531 30.6946115466323, 70.8055114746094 30.7052390014302, 70.8123779296875 30.7323927340061, 70.784912109375 30.7500975695816, 70.8027648925781 30.7772386632274, 70.8425903320313 30.7913961951889, 70.8522033691406 30.8527214072184, 70.8700561523438 30.8550792869686, 70.8439636230469 30.8857264476516, 70.86181640625 30.9045813670442, 70.8467102050781 30.9281447941213, 70.86181640625 30.9375685397541, 70.8425903320313 30.9564132440672))",active,Intracity,Punjab
355,Chakwal ST - Geofence,"POLYGON ((72.8798675537109 33.1764984130859, 72.7960968017578 33.1328086853027, 72.7040863037109 33.1121063232422, 72.6711273193359 33.1161308288574, 72.6381683349609 33.1115303039551, 72.6113891601563 33.1144065856934, 72.5873565673828 33.1069297790527, 72.5619506835938 33.1049156188965, 72.5324249267578 33.1144065856934, 72.4469451904297 33.1024703979492, 72.3508148193359 33.0621948242188, 72.352180480957 33.0029029846191, 72.3545837402344 32.97900390625, 72.3803405761719 32.9504814147949, 72.3803482055664 32.8980293273926, 72.4383544921875 32.8991889953613, 72.4884796142578 32.9257011413574, 72.5174942016602 32.9680519104004, 72.5246963500977 32.9738159179688, 72.5428924560547 32.9696388244629, 72.5540542602539 32.969352722168, 72.564826965332 32.9880409240723, 72.5737228393555 32.9872550964355, 72.5736846923828 32.9833068847656, 72.5847549438477 32.9782867431641, 72.5861663818359 32.9685745239258, 72.5968246459961 32.9637184143066, 72.6090240478516 32.9659004211426, 72.6161499023438 32.9606552124023, 72.6099319458008 32.9469375610352, 72.6184768676758 32.9386978149414, 72.6274795532227 32.930362701416, 72.6035232543945 32.9303817749023, 72.5928649902344 32.9191818237305, 72.5925979614258 32.9124298095703, 72.5983428955078 32.8944358825684, 72.6148223876953 32.8679084777832, 72.5351867675781 32.7826538085938, 72.4277267456055 32.6445732116699, 72.4459228515625 32.6197090148926, 72.5025634765625 32.6081466674805, 72.6920700073242 32.639518737793, 72.718505859375 32.5877532958984, 72.7472610473633 32.545654296875, 72.774528503418 32.5038642883301, 72.8087692260742 32.4707946777344, 72.9363861083984 32.5188102722168, 73.0031433105469 32.5325965881348, 73.0499801635742 32.5434837341309, 73.1088180541992 32.5541191101074, 73.1360702514648 32.6145095825195, 73.1445693969727 32.6473236083984, 73.1696319580078 32.6900978088379, 73.1861114501953 32.7449798583984, 73.2067108154297 32.8032913208008, 73.2355499267578 32.9808769226074, 73.2231903076172 33.0246391296387, 73.2382965087891 33.070686340332, 73.2341766357422 33.123607635498, 73.1778717041016 33.1425819396973, 73.1215667724609 33.1581039428711, 73.0515289306641 33.1741981506348, 72.9656982421875 33.1856918334961, 72.8798675537109 33.1764984130859))",active,Intracity,Khyber Pakhtunkhwa
393,Jalalpur Pirwala software fence,"POLYGON ((71.2724304199219 29.6086852425424, 71.3228988647461 29.5719640823685, 71.3398933410645 29.5470278764009, 71.3431549072266 29.5173054404718, 71.3438415527344 29.4850340191811, 71.3362884521484 29.4491648269247, 71.3235855102539 29.3966832978787, 71.2477111816406 29.3645231078964, 71.1811065673828 29.3600348316229, 71.1234283447266 29.3989266527392, 71.0901260375977 29.4327205412721, 71.0787963867188 29.4748723695923, 71.0770797729492 29.5217867688174, 71.0904693603516 29.5650960410595, 71.1309814453125 29.5901770598795, 71.1728668212891 29.6092822241432, 71.2202453613281 29.6116701151974, 71.2724304199219 29.6086852425424))",active,Intracity,Punjab
374,Sargodha- ST Fence,"POLYGON ((72.4556503295898 32.2030181884766, 72.451057434082 32.1926803588867, 72.4512786865234 32.1846694946289, 72.4465866088867 32.172233581543, 72.4422302246094 32.1618347167969, 72.436164855957 32.1563720703125, 72.4393081665039 32.1526222229004, 72.4414215087891 32.1488761901855, 72.4340896606445 32.1280670166016, 72.4365997314453 32.1176605224609, 72.4295043945313 32.1060905456543, 72.4297256469727 32.0782890319824, 72.4251327514648 32.0365104675293, 72.4312515258789 32.0039443969727, 72.4366760253906 31.9795169830322, 72.446159362793 31.9597797393799, 72.4664916992188 31.9436016082764, 72.5160903930664 31.9176483154297, 72.6043167114258 31.8948440551758, 72.7175140380859 31.8899803161621, 72.7990188598633 31.9042587280273, 72.8695373535156 31.9325218200684, 72.9094467163086 31.9544525146484, 72.9411163330078 31.9833679199219, 72.9714965820313 32.0202140808105, 72.9712219238281 32.0674781799316, 72.9753112792969 32.0895538330078, 72.9739303588867 32.1110763549805, 72.9608840942383 32.1337585449219, 72.9663772583008 32.1668930053711, 72.9698028564453 32.2035064697266, 72.9780349731445 32.2691421508789, 72.9773712158203 32.3062858581543, 72.9485092163086 32.3283500671387, 72.9059600830078 32.3411026000977, 72.8633804321289 32.3335723876953, 72.8173828125 32.3196449279785, 72.7878570556641 32.3126792907715, 72.7686386108398 32.3109359741211, 72.7439193725586 32.3086166381836, 72.6903686523438 32.2917823791504, 72.6333770751953 32.2929420471191, 72.6196365356445 32.2859764099121, 72.603157043457 32.2761077880859, 72.5770645141602 32.2679786682129, 72.559211730957 32.2604293823242, 72.5579376220703 32.2436828613281, 72.5006103515625 32.222770690918, 72.4556503295898 32.2030181884766))",active,Intracity,Punjab
376,Gujrawala-LHR software fence,"POLYGON ((74.0442657470703 32.4248123168945, 74.0766525268555 32.4569282531738, 74.3778305053711 32.5166549682617, 74.4215240478516 32.4704170227051, 74.426872253418 32.4110221862793, 74.4339981079102 32.378101348877, 74.4301452636719 32.3538703918457, 74.4313125610352 32.3314552307129, 74.4331588745117 32.2991676330566, 74.4897308349609 32.282169342041, 74.5942764282227 32.1768417358398, 74.6650390625 32.1141777038574, 74.6611480712891 32.0896301269531, 74.6672821044922 32.0462341308594, 74.6349563598633 32.0138778686523, 74.6523513793945 31.9752769470215, 74.6191101074219 31.9398441314697, 74.6178359985352 31.9073791503906, 74.5884094238281 31.8725700378418, 74.5762557983398 31.8373374938965, 74.5627212524414 31.8216381072998, 74.5622329711914 31.8076858520508, 74.5523376464844 31.7791919708252, 74.5420837402344 31.7514457702637, 74.5002365112305 31.7073364257813, 74.533561706543 31.6947689056396, 74.5476608276367 31.6705112457275, 74.5703582763672 31.6173000335693, 74.6213455200195 31.5739555358887, 74.5946502685547 31.5265254974365, 74.616813659668 31.5082263946533, 74.6498718261719 31.47096824646, 74.5909118652344 31.4290065765381, 74.536865234375 31.3544139862061, 74.5212631225586 31.2609786987305, 74.5144805908203 31.1969470977783, 74.5096206665039 31.1478862762451, 74.5096206665039 31.130256652832, 74.5439529418945 31.1164417266846, 74.5425796508789 31.1088008880615, 74.5672912597656 31.0608749389648, 74.541877746582 31.0182094573975, 74.4831848144531 31.0035057067871, 74.4335708618164 31.0273418426514, 74.3722915649414 31.0632305145264, 74.0907592773438 31.406436920166, 73.9212036132813 31.6838550567627, 73.8942642211914 31.6859092712402, 73.8481063842773 31.6762790679932, 73.8027038574219 31.6878242492676, 73.7531890869141 31.7145576477051, 73.7414321899414 31.783899307251, 73.7530288696289 31.8076877593994, 73.6741104125977 31.8570251464844, 73.606575012207 31.8885555267334, 73.5610046386719 31.9154109954834, 73.5319137573242 31.9643993377686, 73.5385284423828 32.0366477966309, 73.5149307250977 32.116397857666, 73.5874633789063 32.1612091064453, 73.7050628662109 32.2135925292969, 73.7610244750977 32.2945976257324, 73.8878860473633 32.3431968688965, 73.9872741699219 32.3801727294922, 74.0442657470703 32.4248123168945))",active,Intracity,Punjab
560,"Gujjar Khan Sohawa,","POLYGON ((73.284746408429 33.33979743222, 73.2706701755188 33.3225864907204, 73.2421743869446 33.3070937366753, 73.210932016339 33.2847104540222, 73.1446707248351 33.2427981088849, 73.1283628940245 33.2139358039357, 73.1079351901671 33.1896611236026, 73.0629599094056 33.1261416899878, 73.0851042270325 33.0871737736457, 73.1113684177063 33.0470374643335, 73.14552903172 33.0218530201415, 73.1824362277648 33.0070268111536, 73.317705392804 33.0166713275668, 73.4052526950501 33.040238373817, 73.4303152560852 33.0355974233882, 73.4776937961243 33.0470374643334, 73.4950315951965 33.061245508982, 73.5013830661437 33.0892592104074, 73.4948599338195 33.1130584497536, 73.4993231296203 33.1345513151625, 73.4900534152648 33.1560389190965, 73.4955465793276 33.1959818067439, 73.4831869601867 33.2508376514405, 73.4873926639221 33.2867194447201, 73.4778654575012 33.3369291780917, 73.4889376163146 33.3727755644858, 73.4797108173034 33.3901199129603, 73.4567511081359 33.3937030247719, 73.4047377109192 33.3885432969705, 73.3719503879212 33.3701951178868, 73.3187353610657 33.3524166281657, 73.284746408429 33.33979743222))",active,Intracity,Khyber Pakhtunkhwa
